Game_ID,Date,Status,Away_Team,Away_Score,Away_Diff,Home_Team,Home_Score,Home_Diff,Away_ML,Home_ML,Start_ET
401872948,2026-09-24,Final,Atlanta Falcons,35,-,Green Bay Packers,14,-,195,-238,8:15 PM
